,Cluster0,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Cluster10,Cluster11,Cluster13
ZNF43,9.62897187309405e-10,3.47336789489188e-09,3.69314557533951e-09,1.41538717394526e-09,1.52406638352233e-09,0,6.4355445491537e-09,1.54656255488584e-08,4.25579188992180e-09,0,0,0,0
ZNF208,0,0,8.92067213919972e-10,0,0,0,0,0,0,1.42945579411895e-09,0,0,0
ZNF257,1.63276512884575e-11,0,2.81824053350007e-10,0,0,0,1.51763496199519e-10,0,0,0,0,0,0
ZNF724P,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF91,3.56409981419202e-10,1.45145918963137e-09,5.05276343201488e-10,1.56956296728834e-10,1.59718591926896e-09,0,1.07406546407256e-09,4.11943484558603e-10,5.43828386125564e-10,7.57173784568857e-10,0,1.88161204491887e-09,0
ZNF675,1.02379090452157e-10,3.0845448611068e-10,4.06866108453496e-10,0,2.56456229127681e-10,0,6.96061705053674e-10,1.05363431011626e-09,3.88867837419833e-10,2.38718821833049e-10,0,4.34453408664554e-10,0
ZNF681,0,9.10971572222869e-10,3.79654209270881e-10,0,5.90245358029566e-10,3.02367930167863e-09,0,0,0,0,0,0,0
RPSAP58,2.75765063859267e-08,2.42627847282004e-07,2.2796670223077e-07,4.84288149412024e-08,1.88690111180074e-07,7.20181927802746e-08,9.68501427459889e-08,7.84858624292481e-08,9.35819768416495e-08,1.99754934275904e-07,0,1.32938266506202e-07,0
ZNF726,7.69528765717002e-12,1.20214512635973e-10,4.81521893234711e-11,0,0,0,0,0,3.37852485254881e-11,0,0,0,0
CTD-2017D11.1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF254,5.56069237580465e-11,0,0,0,3.1376433736737e-10,0,4.498652044599e-10,0,1.66886837166106e-10,3.58491281561918e-10,0,4.12189435674094e-10,0
LINC00662,4.04340751979611e-10,2.03940521761723e-09,8.26552854632367e-10,6.05500204262919e-10,6.20585048325957e-10,3.50170361168166e-09,4.32992733553383e-10,1.37403856983474e-09,5.79043348767163e-10,8.12523588006657e-10,0,1.84821226352043e-09,0
CTC-459F4.3,0,0,0,0,0,0,0,0,0,0,0,0,0
UQCRFS1,6.34405580724348e-06,4.66113492852385e-06,3.73213815941175e-06,3.91795663155987e-06,3.72300881397231e-06,3.02889821133787e-06,3.72698333933058e-06,5.55595970504177e-06,7.74501930497904e-06,8.06552177589711e-06,0,7.47938272389929e-06,0
POP4,7.18582839087042e-09,4.01831712861111e-09,9.03257457392519e-09,6.56848897268087e-09,1.72680436386506e-08,4.94272528580093e-09,8.10557558442327e-09,5.49877961129393e-09,1.06474760153659e-08,1.3469126018683e-08,0,1.67347732849498e-08,0
PLEKHF1,2.25460207418866e-07,0,1.78752157575894e-06,5.22224379553285e-07,0,7.02305884780912e-06,7.55118888638549e-06,0,2.69943383330901e-07,3.18762505836354e-07,0,3.49436039945076e-07,0
C19orf12,5.20976937902511e-10,9.04178309146459e-10,3.49296984323919e-10,0,1.41489479967516e-09,0,2.10236347002225e-09,0,2.03200599786272e-09,1.46469038641255e-09,0,4.86764709862243e-09,0
CCNE1,2.01595443892904e-09,0,0,0,5.65681289018164e-08,0,2.34875803305699e-08,0,0,0,0,3.77969769765189e-08,0
URI1,1.85142496649933e-07,6.44182175603584e-07,6.01157826680168e-07,0,0,2.73449404633546e-06,8.56534607183066e-07,2.71382831219553e-07,3.4137429007082e-07,4.47431353209334e-07,0,4.30894346816062e-07,0
TSHZ3,1.41808722009299e-05,0,0,2.1208689808636e-05,0,0,0,0,0,0,0,0,0
ZNF507,2.56868636427821e-06,9.50285754492289e-05,0,0,2.70144529548382e-05,0.000134247816490087,0,0,0,0,0,0,0
AC007773.2,0,0,0,0,0,0,0,0,0,0,0,0,0
DPY19L3,0,1.32361349986536e-09,0,5.09248904080151e-10,6.64702972671047e-10,0,5.94086897234671e-10,0,0,0,0,1.18408951081457e-09,0
PDCD5,9.60150273563249e-07,2.04212933411868e-06,1.30747941026326e-06,1.14097598777079e-06,1.28930589523e-06,9.24236351119371e-07,1.27120699096352e-06,3.94805999402737e-07,1.809270012923e-06,4.50036306477592e-06,0,1.56265429210753e-06,7.32233636072511e-06
ANKRD27,3.37164409177779e-07,9.61464080480259e-07,4.24754111466782e-07,2.4462122904629e-07,9.56978722712507e-07,0,7.62557724614988e-07,0,4.79878824903173e-07,1.33447050103521e-06,0,9.52094407201078e-07,0
CTD-2538C1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
NUDT19,0,0,0,0,2.73920534241423e-08,0,0,0,0,3.51805320793396e-08,0,0,0
TDRD12,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP89,1.35012725714435e-09,3.27885874135709e-09,1.09753250083367e-09,1.36570786398178e-09,8.06865405710791e-09,1.66739671277006e-08,0,5.28020401701532e-09,2.08396553998444e-09,4.54119842009668e-09,0,5.65724149001238e-09,0
C19orf40,0,0,0,0,0,0,0,0,0,0,0,0,0
GPATCH1,2.95113505808984e-11,5.22545380436873e-10,1.8678430579074e-10,3.96954174412835e-10,5.59624731861909e-10,0,5.04757690803119e-10,8.34123959870838e-10,3.57463772201826e-10,3.40545591737148e-10,0,1.13614183799932e-09,0
CEBPA,2.53592208538269e-05,0,0,0.000160324198396026,0,0,2.20808454130895e-05,0,2.06609196000874e-05,0,0,0,0
CEBPA-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0
CEBPG,7.62952323505168e-08,9.00877117549916e-08,8.29111780901017e-08,1.30648810695816e-07,9.77949063862143e-08,4.60937799463334e-08,7.35231019901099e-08,8.89803327440701e-08,1.7532935463438e-07,2.22946123484872e-07,0,8.83628531750828e-08,0
PEPD,1.35560571533537e-05,5.22812920454306e-06,1.42442744274335e-05,4.05101922036687e-06,2.15264292910831e-05,1.74793400198913e-05,8.18426201776169e-06,4.59420452569672e-06,1.14866449230662e-05,1.60919341360773e-05,0,2.61280523002345e-05,0
KCTD15,0,0,0,4.562484148512e-06,0,0,0,9.40703507916574e-06,0,5.65342192530555e-06,0,0,0
LSM14A,8.59118317909538e-09,9.92058168749111e-09,1.89163439908223e-08,1.28642276179877e-08,1.952229176297e-08,1.01826866034572e-08,1.35947936744981e-08,3.74531605223204e-08,1.27997899959173e-08,1.62949784760028e-08,0,1.26787148516651e-08,0
KIAA0355,4.41016660045355e-08,0,6.09247178357487e-08,0,9.44557308638824e-08,0,4.22399005452001e-08,1.0198619732746e-07,6.69451958120947e-08,1.21923957735911e-07,0,1.17580915738053e-07,0
GPI,8.88347323537428e-10,1.88337554438191e-09,1.97638128984493e-09,1.56848327296366e-09,3.33271579718008e-09,5.28606656623208e-09,0,0,1.38206027338674e-09,2.66207803480181e-09,0,2.08154587764174e-09,0
PDCD2L,7.92825851777532e-11,5.93558736574393e-10,1.23916978547756e-09,2.66609349482109e-10,1.81551094023757e-09,0,7.34858984898642e-10,9.28509140264532e-10,1.26246562459537e-10,5.89176588623582e-09,0,1.70527838985898e-09,0
UBA2,2.39951737499601e-09,8.90431377342138e-09,8.33900842910774e-09,1.05878083466155e-09,1.10684426218987e-08,6.90881371837588e-09,1.03232927232485e-08,8.0990746272187e-09,4.13573611436268e-09,1.78464049082755e-08,0,7.573732863599e-09,0
ZNF302,3.46842063769774e-08,1.44625872761416e-07,9.75158420542905e-08,3.1567694378493e-08,6.72345228896094e-08,0,1.5625828662097e-07,1.36455884293222e-07,8.43917183546088e-08,3.7461593537122e-08,0,7.57463791048367e-08,0
ZNF181,3.12611185934143e-11,3.67106433352838e-10,1.5036830329416e-10,0,1.02017025061068e-10,0,3.66532840312377e-11,0,0,0,0,2.84079810320036e-10,0
ZNF599,9.14424899712398e-09,8.88523639432311e-08,5.59216243741379e-08,0,0,0,4.03078092617034e-08,0,2.62927749201329e-08,5.61420642306424e-08,0,5.94597585301128e-08,0
CTC-523E23.11,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF30,0,0,4.92041416581266e-08,0,6.08661634667045e-08,0,6.80760384700467e-08,0,0,0,0,0,0
ZNF792,3.73887987910999e-09,0,2.9455215014492e-08,0,0,0,0,0,0,0,0,0,0
GRAMD1A,2.21627964258597e-07,4.52727289660581e-07,2.82383549242538e-07,2.17566616165468e-07,6.42559997566808e-08,2.41241618342265e-07,2.46155167850653e-07,7.6773803715982e-08,2.05164751338365e-07,5.2164736892166e-07,0,0,0
SCN1B,7.03832280009682e-08,0,0,0,0,0,0,9.46482425688889e-07,0,0,0,0,0
FXYD1,4.92806270271412e-08,0,4.49638713627445e-07,0,5.76927109155389e-07,0,0,0,0,0,0,0,0
FXYD7,0,4.45551093357633e-06,6.07293977873954e-06,0,2.67418190449154e-06,0,4.00216553100445e-06,3.87697604427763e-06,0,0,0,0,0
FXYD5,4.56268155580172e-05,8.12449977617948e-05,9.25901470998315e-05,5.72349871888804e-05,4.1702554338067e-05,7.35363358194221e-05,5.61067151410456e-05,2.77340363190306e-05,4.45612728918664e-05,2.09274940980243e-05,0.000122585653600393,1.57687082279808e-05,0
LSR,2.21970127098914e-07,2.86490077328675e-06,8.35361242388458e-06,1.06376077224825e-06,2.29866551609477e-06,0,3.13232732704284e-06,3.57366082964457e-06,3.48467628013474e-07,2.87461455472663e-06,0,1.43645717255058e-06,0
USF2,0,0,0,0,0,0,0,0,0,0,0,0,0
HAMP,4.98656305856936e-07,0,0,0,0,0,0,0,0,0,0,5.44271057276063e-07,0
CD22,4.38193363884404e-06,0,0,0,5.6238016156886e-06,0,0,0,0,6.72389051574781e-05,0,0,0
FFAR2,2.1264637641925e-06,0,0,2.78164425702779e-06,0,0,0,0,0,0,0,0,0
AD000090.2,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM147,1.15210087330927e-08,1.71474199630827e-08,2.7933517628119e-08,2.20043022738614e-08,3.01423816048268e-08,5.03602038309455e-08,3.59488227295429e-08,4.67819815765236e-09,1.20953720636142e-08,9.10679462629581e-08,0,3.64661972491382e-08,0
HAUS5,2.15841048110294e-09,6.21870135712606e-08,0,0,0,0,0,0,0,9.84779765651821e-08,0,0,0
RBM42,1.3386430195068e-09,1.43814456899221e-09,1.30224369998714e-09,1.27459161026936e-09,1.28445205782271e-09,4.19520868654637e-10,1.23706781418811e-09,2.2190808214782e-09,1.80363860925687e-09,1.9645650661935e-09,0,3.303406259183e-09,0
ETV2,0,0,0,0,0,0,3.36985475559285e-08,0,2.15649195406319e-08,0,0,0,0
COX6B1,5.42340447408467e-07,4.63771655000107e-07,5.18156042588844e-07,6.42514113576091e-07,6.2635561160351e-07,5.16250786862763e-07,4.92088452701577e-07,4.0313092446903e-07,6.14895209121456e-07,7.21794324497565e-07,1.51196757252872e-06,8.12296995253305e-07,1.61181816570558e-06
ZBTB32,3.18438463334401e-08,0,1.71369771287618e-07,0,4.50115970898613e-06,1.90377421703835e-06,0,0,0,3.39058578022076e-06,0,0,0
KMT2B,3.07014893757625e-09,0,0,0,0,0,3.09558363909071e-09,7.08691298308701e-09,3.57682373917959e-09,3.74659067264183e-09,0,4.6602316055036e-09,0
IGFLR1,0,0,0,0,0,0,0,0,0,0,0,0,0
U2AF1L4,0,0,0,0,0,0,0,0,0,0,0,0,0
PSENEN,0,0,0,0,0,0,0,0,0,0,0,0,0
LIN37,1.0432916380621e-10,7.28335700975779e-10,0,0,0,0,3.16530214641994e-10,6.54696177941817e-10,0,3.83002910965199e-10,0,0,0
C19orf55,0,0,0,0,0,0,0,0,0,0,0,0,0
NFKBID,3.00209321178281e-07,1.20439771590143e-07,3.937366375401e-08,3.74900924815814e-07,5.72372303565576e-07,3.5345616771474e-07,3.41100513924407e-07,2.64114328150839e-07,1.24682800822603e-06,1.84251218796006e-06,0,6.73841965120016e-07,0
HCST,2.83673115976955e-06,3.59217658093658e-07,1.15598282293025e-06,1.69227215594376e-06,4.71753380454532e-07,2.41166111826884e-06,4.70229526434368e-06,1.294122668538e-06,1.06818139503125e-06,8.32524246332545e-07,0,2.26564575859328e-06,0
TYROBP,4.03592856999559e-06,1.20385729918863e-07,8.86197614046719e-08,3.97711337452016e-06,1.24332257034902e-07,0,1.81074878421893e-06,3.54192621969472e-08,3.15842435435424e-06,0,0,1.82224132257154e-06,3.54357693516132e-06
LRFN3,6.24226305836274e-09,1.56751278320243e-07,5.8517129966578e-08,0,0,0,0,0,0,0,0,0,0
SDHAF1,2.72566302729856e-08,0,5.09263264159513e-08,2.99263115658278e-08,5.09256656327768e-08,6.7265807394674e-08,9.37277382287369e-08,7.38207787487918e-08,4.62321356655865e-09,1.27617518965432e-07,0,9.56289165875044e-08,0
ALKBH6,8.34462875435749e-08,1.12561472187938e-07,2.72025207273717e-07,1.43962970211004e-07,7.6216555841621e-08,3.08844834976214e-07,4.14332352280472e-07,0,1.83650367335925e-07,1.36813736502123e-07,0,7.87467989792964e-07,0
THAP8,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR2I,1.62582763010362e-10,6.38507335564829e-10,6.1048514943463e-10,3.25127749206365e-10,5.35444387659883e-10,0,5.87475264431037e-10,5.86648919102264e-10,1.73759668782558e-10,1.11550188957132e-09,0,9.2056044763105e-10,0
TBCB,5.49708231469723e-10,7.17418203081776e-10,6.32051973158207e-10,7.65703809577895e-10,9.82605025613454e-10,1.16266309892843e-09,1.06717717413696e-09,3.13984854458681e-10,1.65453200286057e-09,9.26642901165264e-10,0,1.70240822938285e-09,0
CAPNS1,2.63436597319166e-09,0,1.25742471130353e-09,0,1.78429118510765e-09,0,2.23182195035916e-09,0,3.52358581412961e-09,5.94898455372353e-10,0,3.4587955236345e-09,0
ZNF565,0,0,3.48316973789882e-10,4.32685798678671e-10,3.2408642854576e-10,0,0,0,2.23500869256545e-10,1.54578236146154e-09,0,0,0
ZNF146,5.07527597791557e-10,9.79317912177182e-09,2.76192668995202e-09,7.64815504914536e-10,3.92478612082383e-09,2.4666842863711e-09,4.6217150570987e-09,7.32631548803697e-09,3.50530737958472e-09,6.43865453631599e-09,0,4.70918489340826e-09,0
LINC00665,4.76222454944952e-11,1.06654776472835e-09,8.77016868288921e-10,0,6.81409036772609e-10,0,5.88340354778027e-10,0,2.63628095418899e-10,5.03978036736256e-09,0,9.12928408013737e-10,0
ZFP14,5.12611196731504e-10,3.82543785516982e-09,1.97888631108921e-09,1.82156243915466e-09,1.97378312933641e-09,0,4.64770769711596e-09,0,9.92721539825417e-10,0,0,1.3903374108079e-09,0
ZFP82,1.4234168699635e-08,0,2.00406060328496e-07,0,0,0,2.04952717259704e-07,0,1.14023583745688e-07,3.00034717515932e-07,0,2.2286836563971e-07,0
ZNF566,0,6.12674797124894e-10,5.85984598248835e-10,0,0,0,2.81504258451921e-10,6.4900958160543e-10,1.37343301728128e-10,1.30114273040171e-09,0,0,0
CTD-2630F21.1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF260,2.50550514476598e-10,1.15720693641163e-09,1.23572319695141e-09,2.99597126306922e-10,6.33986040438572e-10,0,1.34085290997542e-09,1.10902452512793e-09,5.2649765627942e-10,1.50514501494851e-09,0,9.96149584772045e-10,0
ZNF529,2.9551428361023e-09,2.65132570720745e-08,6.02002018255454e-08,2.36944081340125e-08,0,0,3.66356799047135e-08,5.25649951084995e-08,2.32470368222049e-08,1.08683295868939e-07,0,2.68550588685557e-08,0
AC092295.7,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF382,0,0,1.50112396304521e-08,0,0,1.88090861395928e-07,0,0,0,5.79344850611237e-08,0,0,0
ZNF461,0,0,0,4.1326337271985e-10,0,0,0,2.68900751499738e-09,3.28587007942839e-10,1.86926920361661e-09,0,0,0
AC074138.3,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF567,3.26506263525808e-10,1.31019170497573e-09,1.47300942614457e-09,7.56325618113463e-10,8.92609671969658e-10,0,7.58448449275901e-10,1.88108104235186e-09,6.56526564039799e-10,2.32949902301693e-09,0,1.22708154335747e-09,0
ZNF850,1.92271241449811e-11,0,0,0,0,0,0,0,9.96657848247251e-11,0,0,0,0
CTD-2162K18.4,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2162K18.5,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF790,2.18875006437939e-10,0,2.68676491641224e-10,0,3.42235400892526e-10,2.14840371435061e-09,1.59630853090403e-09,6.71421279390384e-10,3.47393921904253e-10,0,0,0,0
ZNF345,5.09038015399759e-11,0,4.35630358112551e-10,0,1.03793246456252e-09,0,1.30864135160136e-09,0,2.33358482047728e-10,0,0,0,0
ZNF829,4.29305872465823e-11,7.78725412190904e-10,2.75228660291659e-10,0,0,0,8.25496925998104e-10,1.71743763668049e-09,1.80705091171734e-10,5.87692196815237e-10,0,0,0
ZNF568,2.88660612045078e-10,0,3.43545203331417e-10,0,1.04945729218947e-09,0,4.98705291488166e-10,9.0946330970219e-10,4.92660923219005e-10,0,0,7.43511222224349e-10,0
ZNF420,3.28583241555907e-10,3.33467165044563e-09,3.52510767554451e-09,0,4.46735609490845e-09,0,1.63181669565999e-09,5.62559188968468e-09,7.44054078419988e-10,3.62449039516451e-09,0,0,0
ZNF585A,7.69701504794427e-11,5.15429373016391e-10,2.94782395433029e-10,0,0,0,0,0,0,0,0,3.33725941821168e-10,0
ZNF585B,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF383,3.84282278826989e-11,0,1.26598538719129e-10,1.43316064375198e-10,4.1675185966031e-10,0,8.1332099089347e-11,1.11357494452217e-10,8.62870676102479e-11,9.72069209097753e-11,0,1.05661253891785e-10,0
HKR1,8.58312661122768e-09,3.72670188636628e-08,0,1.90040066886919e-08,2.60824596489368e-08,0,0,0,1.94283947377312e-08,0,0,1.13356900759824e-07,0
ZNF527,4.82025613854313e-11,4.38551996410203e-10,2.84853371746882e-10,0,0,0,0,0,1.03274718844006e-10,0,0,0,0
ZNF569,0,1.02397145939103e-09,7.91437888844755e-10,3.48451064801681e-10,5.02724539225353e-10,0,5.05890487657748e-10,0,6.21769347419134e-10,1.36329698503852e-09,0,0,0
ZNF570,3.86771258839235e-11,0,3.24824415297234e-10,0,1.36332516680075e-09,0,4.06066649859451e-10,0,0,8.01271902827761e-10,0,5.63973719995038e-10,0
CTD-2086O20.3,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-3064H18.1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF793,0,7.40373766584532e-09,0,0,0,0,4.01258501230626e-09,0,1.63988904374272e-09,0,0,0,0
ZNF571-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF540,5.77837037198157e-09,1.07150245141455e-07,0,0,0,0,9.17394246452135e-08,1.07820761322688e-07,0,0,0,0,0
ZNF571,0,0,1.14988151066416e-08,0,1.7932110729525e-08,0,1.37886857887548e-08,2.6127706453841e-08,0,0,0,0,0
ZFP30,1.30049296094583e-09,0,1.02008244659171e-08,0,1.29424684949912e-08,8.58402330800804e-08,0,3.17532184014253e-08,0,0,0,2.66960303279249e-08,0
ZNF781,0,0,5.03468678888362e-08,0,3.67089730420122e-08,0,0,0,3.01363404078751e-08,0,0,0,0
ZNF607,0,0,0,0,0,0,2.21249216536559e-09,0,0,7.5912389671662e-09,0,0,0
CTD-2528L19.6,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF573,0,3.59184952976376e-10,0,0,0,0,8.33281904229821e-11,2.02158929597423e-10,0,0,0,0,0
SIPA1L3,2.27823842642011e-08,0,0,0,0,0,1.17272860741792e-07,0,6.37540929121466e-08,0,0,0,0
SPINT2,5.9088574870791e-07,1.31969646455166e-06,5.7932646447945e-07,1.60707991045492e-06,3.70805098746425e-06,7.81219212890599e-07,7.76320584434021e-07,0,5.37874435131102e-06,2.12340306502753e-06,0,8.77157134738154e-06,0
PPP1R14A,0,0,0,0,1.31770660014988e-06,0,0,8.556920201596e-07,0,0,0,2.90876547899515e-06,0
C19orf33,6.16466368275829e-09,0,0,0,0,0,0,0,1.42000008214543e-08,0,0,5.78550803034878e-08,0
YIF1B,7.23510196238946e-08,6.90710406990797e-08,2.70275305566772e-07,1.80546316592277e-07,1.20147462242987e-07,0,2.0830189177819e-07,0,2.53597809843219e-07,1.4245733431097e-07,0,2.19083550814631e-07,0
KCNK6,1.20909374611849e-06,0,5.45889781609716e-07,1.38158893842265e-06,3.91116261807176e-07,0,2.56152848921528e-07,0,2.4813661398992e-06,0,0,6.12780628247266e-07,0
AC026806.2,0,0,0,0,0,0,0,0,0,0,0,0,0
CATSPERG,2.38192686710131e-07,0,6.8174097927014e-07,0,1.07938002634143e-06,0,1.03318688209386e-06,0,1.21661676679608e-06,1.27245808242034e-06,0,3.05299735403244e-06,0
PSMD8,1.79044532927129e-06,1.8326232313132e-06,1.59598859350968e-06,2.20976698539725e-06,1.76930877854343e-06,1.60283111245868e-06,1.81708718330247e-06,1.81208152982813e-06,2.20301795607731e-06,3.23951574032476e-06,0,3.20806620145842e-06,0
FAM98C,1.41633171794106e-08,2.96383278784498e-08,4.88054426342634e-08,0,5.35979712595286e-08,0,4.92441147344863e-08,3.09426508906577e-08,2.31874627442999e-08,0,0,1.91450924303313e-08,0
RASGRP4,5.95435561068111e-07,0,0,2.13036020158382e-06,0,0,0,0,4.01229940185539e-07,0,0,0,0
RYR1,0,0,0,1.16124577727647e-06,0,0,0,0,0,0,0,0,0
MAP4K1,3.97829908348529e-08,9.80697939829248e-07,2.02904937908919e-07,0,7.57666894050705e-07,7.76172230244427e-07,4.1506391316004e-07,0,0,0,0,1.32683459398627e-06,0
EIF3K,4.55150906174725e-09,8.28854835273995e-09,7.7794848463347e-09,6.8340675206661e-09,6.65532643476673e-09,4.33490718150174e-09,5.90411871869222e-09,3.69593954793386e-09,5.77351449639854e-09,9.32807342427511e-09,0,7.27548615843505e-09,8.96188918015406e-09
ACTN4,2.71202995809995e-07,0,2.63072945070847e-07,3.21487158666975e-07,1.5380672320314e-07,0,3.88610953553291e-07,0,8.48420074295679e-07,2.41249312340553e-07,0,8.02116355863165e-07,0
CAPN12,2.52464596399256e-08,0,1.88874165813675e-07,0,0,0,6.02200064703044e-07,0,0,0,0,0,0
LGALS4,0,0,0,0,0,0,0,0,0,0,0,0,0
ECH1,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPL,8.49461900502591e-11,1.20799157775602e-10,9.45500798662186e-11,1.34812391040499e-10,7.28429582868331e-11,1.63622000800456e-10,1.20745297644037e-10,2.28102299270312e-10,7.7188534066011e-11,1.06718570160137e-10,0,1.23534494097665e-10,0
RINL,1.91986697829325e-08,0,2.5504344570829e-07,0,4.72516951795319e-07,7.66028271122127e-07,1.09434384189646e-07,0,5.82363343233798e-08,6.52954206903769e-07,0,2.07518260849173e-07,0
SIRT2,1.48460187828591e-07,9.43801679330122e-08,8.3144735213699e-08,1.95129366065116e-07,9.74524398774116e-08,2.63911114442418e-07,2.91433659859039e-07,0,1.96082098462855e-07,1.6352443378514e-07,0,2.65557349425534e-07,0
NFKBIB,1.59031385733054e-07,3.93619872068248e-08,1.59732898256158e-07,1.22581436432917e-07,1.01393774817132e-07,0,1.10239892406986e-07,5.87004666719577e-07,1.592490979392e-07,4.055121298431e-07,0,2.79643662455849e-08,0
SARS2,0,0,0,0,5.504080251228e-11,0,5.21664509810068e-11,0,1.99706849527372e-11,0,0,0,0
MRPS12,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK4,0,0,0,0,0,0,0,0,0,0,0,0,0
LRFN1,0,0,0,4.67480999191698e-06,0,0,0,8.12291403559297e-06,0,0,0,0,0
GMFG,2.84122654145825e-06,4.09275689313767e-06,3.83481989609713e-06,7.54113577993529e-06,2.48314239673471e-06,4.81436033636414e-06,4.57287812786559e-06,2.2069745327944e-06,2.57271562716773e-06,6.82564607231506e-07,8.99578471923511e-06,2.48859574570162e-06,0
SAMD4B,2.41801287467505e-09,1.35135197929246e-09,1.37674523787636e-09,9.72589033721361e-10,7.63611434780857e-10,3.89229437662742e-09,1.8393047363141e-09,1.11618397907942e-09,1.90830554219189e-09,0,0,2.67835448045502e-09,0
PAF1,2.08831783841926e-09,3.61916858239589e-09,2.58778157680017e-09,1.34917666756732e-09,3.55730967559358e-09,3.22237664636038e-09,2.46073742288942e-09,1.05834863590421e-08,1.75417512178139e-09,5.64476038504436e-09,0,5.66017451426403e-09,0
MED29,3.3027026405224e-09,3.15643684411268e-09,5.62736206287606e-09,7.56135359985216e-09,3.74726347681982e-09,5.47676223504126e-09,6.64233562089256e-09,4.26158648828411e-09,5.09041107925851e-09,3.75595661182702e-09,0,4.70458461697548e-09,0
ZFP36,3.59905380281637e-06,1.58925021607059e-06,4.76586584548061e-06,5.54971073145538e-06,2.85401038516637e-06,3.87382475770875e-06,1.51552118579418e-06,4.4702826734559e-06,4.54161289724501e-06,1.27206262507311e-06,6.75739697219539e-06,3.07600639762171e-06,4.29955702795997e-06
PLEKHG2,3.53543474670228e-09,0,9.74339602285712e-09,0,7.95972574059942e-09,0,0,0,2.42725349723645e-08,0,0,1.15004251709786e-08,0
RPS16,1.20769074629561e-06,1.76690671986702e-06,2.02680916329183e-06,1.34121141930059e-06,1.8667878687348e-06,1.65608220982492e-06,1.197064880918e-06,1.18468053131869e-06,1.52384013185061e-06,1.93880510060955e-06,2.47090599910028e-06,1.33664818847657e-06,1.47965781344059e-06
SUPT5H,1.21863134682912e-09,6.45637263442651e-10,9.69255794444283e-10,1.13453824825676e-09,1.88285263684715e-09,1.91926222506571e-09,3.06045944012101e-09,2.921596233499e-09,2.22175719890982e-09,7.97725238036298e-10,0,5.54790268267907e-09,0
TIMM50,3.62341150026099e-10,1.42148332067839e-09,1.20768818896216e-09,4.04258559168128e-10,2.04121643821055e-10,0,1.43144061851628e-09,1.8739344724998e-09,9.45829004806091e-10,5.22899132989926e-09,0,1.99126601249384e-09,0
DLL3,0,0,0,0,0.000137535719218293,0,0,0,0,0.000600021671420125,0,0,0
EID2B,1.25712230131199e-09,9.22443709853314e-09,4.69040279680033e-09,1.7201675467182e-09,0,0,1.13928803804405e-08,0,1.0223027411715e-09,0,0,0,0
EID2,2.36982905851096e-08,0,3.40928695844745e-08,4.20574878101846e-08,5.03962259144648e-08,0,4.8034350728241e-08,8.41736884114984e-08,5.42496366176892e-08,0,0,0,0
DYRK1B,1.14763691144458e-10,7.53592521586686e-10,0,3.36090584225567e-10,3.51090346828119e-10,2.04240715085293e-09,0,0,0,0,0,0,0
FBL,5.12792770386058e-08,1.78610347653333e-07,1.68888717355114e-07,5.40701723915611e-08,1.73610373300183e-07,1.6439072162721e-07,1.99588745881553e-07,1.63792523842289e-07,1.5392631840362e-07,5.10175368873554e-07,0,1.76010627421203e-07,0
FCGBP,0,0,0,0,0,0,1.06214426796448e-05,0,0,0,0,0,0
PSMC4,6.26823243247803e-07,6.13755588725844e-07,6.7183328230512e-07,1.04001774933381e-06,9.58163835867969e-07,1.26138035230653e-06,8.64015534903455e-07,7.49208120532885e-07,1.11386392041476e-06,2.26342877526002e-06,0,1.20213848659432e-06,3.06343438242148e-06
ZNF546,2.48747281138035e-11,0,8.26061710333202e-10,0,3.05274385739036e-10,0,2.31156363175602e-10,0,0,3.88061665154803e-10,0,0,0
ZNF780B,2.7704045949978e-09,6.9075051342679e-08,0,0,8.00192779759893e-09,0,1.28379615854931e-08,0,0,3.17696976579113e-08,0,0,0
ZNF780A,1.61039240130063e-08,0,1.10990043827628e-08,1.23511441866086e-08,1.85002849029001e-08,9.6085928125949e-08,4.26414035605023e-08,6.52530641956779e-08,1.66995777819591e-08,0,0,0,0
MAP3K10,0,5.2205842515576e-07,0,0,2.66106828868978e-07,0,0,0,0,0,0,4.72199498961567e-07,0
