,Peak0,Peak1,Peak2,Peak3,Peak4,Peak5,Peak6,Peak7,Peak8,Peak9,Peak10,Peak11,Peak12,Peak13
NUBP2,1.73481775626745e-09,6.02557286501275e-09,1.64979405334497e-09,3.31413144120162e-09,1.23907259716663e-08,1.23439969698434e-09,5.28253626330152e-09,1.54581798067308e-09,6.54320718757434e-09,5.93446622902077e-09,1.11506636209992e-08,4.07043735644786e-09,2.24037478752912e-09,2.07221192650358e-09
HAGH,1.85358505420108e-08,7.48688834807915e-08,4.36193472342948e-08,3.66298580212445e-08,1.0050473479108e-07,9.07941788027957e-08,5.24836499850022e-08,3.08801062950178e-08,9.78801632011966e-08,1.62544252971693e-07,3.76922088579645e-08,8.39623938173689e-08,6.05261924822336e-08,4.19757216221201e-08
FAHD1,6.78571689208064e-09,1.01334654221867e-08,1.49477913296212e-08,2.77774324146275e-08,1.07248665407602e-08,1.52872989953324e-08,2.35576344948378e-08,4.7087598394148e-08,9.90650288326237e-09,0,5.03344122332324e-08,5.40770330284315e-09,3.9420941623387e-08,7.68137053967977e-09
MSRB1,5.95956936908147e-08,1.27905362171175e-08,3.81169576634502e-08,1.07878952470462e-08,1.92361061315554e-08,4.94108913957548e-08,1.68572832213927e-08,5.07025091180554e-09,2.02848760671932e-08,0,3.31009485950524e-08,1.58737050699126e-07,1.96324460207089e-08,7.50571345872489e-08
NDUFB10,8.08829961266805e-07,1.74937655890211e-06,1.46877561916276e-06,1.59639945293694e-06,2.19529464746576e-06,1.43949984132538e-06,1.31611259205498e-06,4.61813587752142e-07,1.41729006329971e-06,3.25370602235615e-06,1.31978807487921e-06,2.35380605831552e-06,7.79363925726348e-07,1.01085615149759e-06
RPS2,1.18479701073367e-07,1.87892545166613e-07,1.50561573013585e-07,1.71350839300667e-07,1.42545296572182e-07,1.45121465137846e-07,1.85231033272733e-07,1.43433511200528e-07,1.87706285696969e-07,1.73550387921841e-07,1.80341612164888e-07,1.55780430397437e-07,1.8311342745404e-07,1.35796724343285e-07
SNHG9,2.93065569415621e-10,1.88919368319612e-09,1.90901666026029e-09,0,0,1.31510330026479e-09,0,5.32092342271385e-09,2.23037932894174e-09,0,1.32443883205644e-09,2.18247391898625e-09,0,0
TBL3,1.62312373364948e-07,1.88139218994006e-07,2.94046970952362e-07,4.38240721581525e-07,0,2.46116515127686e-07,4.35580158947602e-07,6.68666977348861e-07,2.79017553267263e-07,0,2.10472701431557e-06,1.58065555692887e-06,0,4.17056977073459e-07
GFER,1.05564630512041e-07,4.80347582669128e-07,2.20266272528801e-07,6.0693185686563e-07,3.54418609551771e-07,3.42784611324601e-07,2.31558273256306e-07,8.12933294479153e-08,1.98500541082561e-07,0,3.97645397965937e-07,2.83733136765974e-07,2.10389946349089e-07,2.40979668843248e-07
SYNGR3,6.34920739403131e-08,0,0,0,1.55731660906123e-06,0,1.28209606046156e-06,0,0,0,2.78640999177983e-06,0,0,0
ZNF598,5.88750877612008e-11,0,0,0,0,5.48134134770459e-11,0,0,0,0,0,0,0,0
NPW,6.2542835096421e-08,0,0,0,0,0,0,0,0,0,3.6225578581216e-06,0,0,0
SLC9A3R2,1.30850925045064e-06,0,2.59216229876365e-06,1.37715910216205e-06,0,0,0,0,0,0,0,8.53501206162567e-06,0,0
NTHL1,1.50529550922857e-10,4.3608618561655e-09,1.43123537972958e-09,6.04424476393853e-09,7.80418728150745e-09,0,6.48223024329748e-09,0,1.95213553895386e-09,0,4.87782413693313e-09,0,0,1.00400070110226e-09
TSC2,2.59851307425364e-10,3.9786545669591e-10,3.6881077912225e-10,9.06253276886573e-10,0,2.5003082761721e-10,4.6343887718465e-10,0,4.00695956978137e-10,0,4.9595733584771e-10,1.30418683984456e-09,8.05649011689947e-10,6.10709953137855e-10
PKD1,4.28861833467883e-10,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-304L19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAF7,9.40520026414357e-10,3.29561428861854e-10,1.55670250193881e-09,1.33113407115045e-09,2.03963169872569e-09,6.2266005341221e-10,7.93207417279917e-10,0,1.50145327797212e-09,0,2.50818855464911e-09,2.24069408511841e-09,1.28823695731569e-09,9.97438089646375e-10
MLST8,4.12899541107857e-09,1.07851124701365e-08,0,1.62517688176722e-08,7.51731224399341e-09,8.4808260435837e-09,8.48942829589764e-09,0,0,3.16607053818648e-08,2.70932242505725e-08,1.86725795324715e-08,0,2.16985866475833e-08
BRICD5,0,0,0,0,0,0,6.29367823902097e-16,0,0,0,0,0,0,0
PGP,2.58342129960944e-09,5.32535563057406e-09,6.036972991578e-09,4.91459145631061e-09,1.63894266434437e-08,6.43869253590938e-09,1.52678125454668e-09,1.37365613073936e-09,7.45440404784627e-09,1.25652883811714e-08,1.19402606533126e-08,1.06209604188558e-08,5.62976857248746e-09,3.35225003373253e-09
E4F1,5.08470375841262e-08,9.09170942505199e-08,9.88707121442649e-08,1.64437843037672e-07,2.33513143839949e-07,0,8.19998780060573e-08,1.74130171438753e-07,2.78532026360182e-07,2.40366845131679e-07,1.30025408064217e-07,2.20408289026217e-07,0,8.32277158440966e-08
ECI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNPS1,4.09523147917932e-08,8.54665077165189e-08,8.8371877017697e-08,1.12493558921524e-07,6.89133925905419e-08,6.31810046277486e-08,8.87475298228251e-08,1.23855005775322e-07,1.12802695717066e-07,1.13621058429467e-07,2.20335070443642e-07,9.83221975049105e-08,9.57559548698127e-08,7.62269815733382e-08
MIR940,2.161154925639e-10,3.20206408569866e-09,0,2.53553120338853e-09,0,2.07633704629346e-09,3.9865558885753e-09,0,0,0,0,0,0,0
CCNF,1.10608643532991e-09,0,0,0,0,0,0,0,0,0,0,0,0,0
C16orf59,0,0,0,0,0,0,0,0,0,0,2.41703798648064e-09,0,0,0
TBC1D24,0,0,0,0,0,5.09803631956893e-08,0,0,0,0,0,0,0,0
ATP6V0C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMDHD2,2.13908681066943e-15,1.34676532784758e-15,0,1.24754685295352e-15,0,1.2669444186447e-15,0,0,1.64710855205427e-15,0,4.21961907864649e-16,1.08460477170473e-15,0,4.53150123875293e-16
PDPK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCTD5,1.58276717407748e-09,1.37655252621233e-09,2.15016187904633e-09,1.4531935282859e-09,3.0524264400107e-09,4.62422040700435e-09,2.34148141926167e-09,5.83462031830871e-09,5.48537995282832e-09,3.02707036112689e-09,3.10658612906601e-09,6.80751605512295e-09,1.41852698979924e-09,0
SRRM2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24544739292468e-07
SRRM2,2.4014510918318e-08,3.3298713066837e-08,3.63251380672711e-08,2.35553747630034e-08,2.96177188011304e-08,2.80147300061413e-08,2.95633252429971e-08,4.68657291131468e-08,3.63987434480733e-08,9.22898624740465e-09,7.15017470215157e-08,5.32167984352017e-08,3.6806020849187e-08,2.56220038861104e-08
TCEB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS21,5.45975152152441e-06,0,0,0,0,0,1.53402289613601e-05,0,0,0,2.28010908305022e-05,1.28110711100814e-05,0,0
ZG16B,1.48557562388016e-06,0,0,0,0,1.28734096913861e-05,0,0,0,0,0,0,0,0
FLYWCH2,9.00093776147669e-08,4.28708233313441e-07,1.064487945358e-07,5.95228557995264e-07,4.13674436073016e-07,2.0085652041132e-07,0,0,1.20985164719199e-07,2.29378796481897e-07,1.77998555140497e-07,3.03165300153672e-07,2.3128497307066e-07,1.84366368733304e-07
FLYWCH1,2.96803298721721e-08,1.73547187101111e-07,1.3151675976707e-07,0,1.766095771555e-07,6.96366403042551e-08,1.25447562187659e-07,4.66150018807674e-07,1.5232193227882e-07,1.03304734113689e-06,0,0,0,0
KREMEN2,0,0,0,0,0,2.2621677979201e-06,4.61129495089733e-06,0,0,0,0,3.57996100072816e-06,0,0
PAQR4,1.9509361973129e-07,0,0,0,0,0,5.2312712459187e-07,0,0,0,0,4.86642435298288e-07,0,0
TNFRSF12A,0.000288182197125188,0.000936138611885223,0.000585736876835913,0.000252792405444671,0.00040791726299866,0.000136649647142311,0,0.00107198201646853,0,0,0,0,0.000475128852479517,0
HCFC1R1,9.65520816494557e-11,1.28822395674148e-10,2.67557077669282e-10,5.89715643694804e-10,1.40569972211715e-10,5.604002516915e-11,8.96054015626134e-11,2.43103185286296e-10,2.87454940846165e-10,0,5.44845614072319e-10,5.07896374137797e-10,1.52587626618079e-10,4.2394123228999e-11
THOC6,1.60628926436049e-05,1.80809821437484e-05,4.82866851893737e-05,1.0923243166831e-05,1.63887987293388e-05,2.38178385285189e-05,1.40129100265495e-05,1.16404129453291e-05,2.63422403244083e-05,2.38516168661178e-05,9.48385028108776e-05,7.14913836167976e-05,5.60952063831952e-05,1.34204063588557e-05
MMP25,0.000240278889726422,0,0,0,0,0.000729577088117929,0,0,0,0,0,0,0,0.00184343400042062
RP11-473M20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL32,1.4318192824739e-07,2.18254660641954e-06,3.85138402774819e-08,1.3074084424487e-06,1.2332591914271e-06,6.19489178723289e-08,3.12411358549498e-08,6.89398049295221e-07,1.11508180983929e-06,3.12690755406623e-06,3.23930353512255e-08,1.56963687969455e-07,0,2.63020512259647e-07
RP11-473M20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF205,4.20009331364692e-09,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-473M20.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF213,2.85930040278276e-10,0,1.92841823627157e-09,3.3954688119838e-09,3.36889498741567e-09,0,0,0,0,0,0,0,2.23411157008476e-09,0
RP11-473M20.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF200,1.86966556875007e-09,9.14519254796566e-10,3.45062929139e-09,1.24879183093326e-09,7.02591961351176e-09,6.03410354447859e-10,2.6569919153552e-09,5.27682686639557e-09,2.59284063746013e-09,0,7.76223091738459e-10,0,2.20600567277434e-09,0
MEFV,2.24509175780409e-06,0,7.16824239569326e-07,0,0,2.93715215522668e-06,0,0,0,0,0,0,0,1.24275775529382e-06
ZNF263,1.4633556703793e-08,1.61930849028025e-08,1.01996145465854e-08,3.8507026569163e-08,0,2.15919920218672e-08,0,1.85673065398534e-07,0,5.10836586591796e-08,4.21079453293938e-08,2.41718724803789e-08,0,2.50217196463895e-08
TIGD7,3.54769679531724e-10,3.5923653981631e-09,0,0,0,0,0,8.00481089312741e-09,9.80563486222594e-09,0,6.70913921157038e-09,0,0,3.4469953630859e-09
ZNF75A,8.37317470526025e-09,3.60113696424025e-08,7.30486809638548e-08,2.50634193103108e-08,3.4440194199158e-08,2.24965612036177e-08,3.45848548351778e-08,2.89255066759222e-08,9.96585976877883e-09,7.21985112029076e-08,6.77546639190051e-08,2.22949839740459e-08,5.84131292100609e-08,1.24239177033767e-08
NAA60,0,1.73442337654801e-08,0,0,0,0,0,0,0,0,0,0,0,1.16572915945052e-08
ZSCAN32,1.70635242776642e-09,1.67375348594114e-09,2.72998200045359e-09,0,1.17590213218548e-08,3.66655992849199e-09,4.55309742150053e-09,4.04619461896537e-09,0,0,7.24233640880898e-09,9.05691804891429e-09,0,1.74251661919826e-09
ZNF174,1.1668611287279e-09,1.15798118081616e-08,0,4.80201614924233e-09,0,2.37006150791695e-09,0,0,6.56593795751111e-09,3.57423882602451e-08,3.75415879340589e-09,4.14575910886765e-09,0,0
ZNF597,0,0,2.38177696452849e-07,0,0,0,0,0,0,0,0,0,0,0
NAA60.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUAP1,1.7650338899848e-09,2.21938153565079e-08,6.03789662752782e-09,4.49772471770063e-08,1.57085000264786e-08,0,0,3.07872137092988e-08,3.70252309001791e-08,1.62410030494378e-08,2.43218087714323e-08,4.48387738766328e-09,1.84402900660537e-08,2.40875700164767e-09
SLX4,1.51345237407488e-09,0,8.50964554343165e-09,5.63084651288807e-09,0,0,0,0,0,0,0,0,0,0
DNASE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAP1,1.14223853989995e-08,1.99351127037427e-07,6.16316759944767e-08,1.73106010418399e-07,5.84568992474466e-08,5.00338249313313e-08,3.38305685379697e-07,5.07935444217343e-08,3.00739322730067e-07,0,5.84615642880862e-07,0,1.87200828004645e-07,3.36469309891907e-08
CREBBP,2.73649018571013e-07,6.07449866012662e-08,2.21449799693433e-07,6.54676540047097e-08,1.18855983369163e-07,3.58616001897789e-07,2.81621142332874e-07,8.77922220248231e-08,7.49025918750776e-08,0,0,7.37044965510742e-08,0,1.93659268375573e-07
ADCY9,7.93036362787129e-08,0,2.66878233398842e-07,0,0,0,0,0,0,0,0,0,0,0
RP11-95P2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TFAP4,0,4.22552687456377e-10,0,3.58656673544049e-09,0,0,0,0,5.33955146094018e-09,0,8.33171826796534e-09,0,0,0
PAM16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORO7,9.7135166153458e-08,8.88561741724583e-08,3.83451208578755e-08,3.5215711158174e-08,0,9.02257059907572e-08,0,1.25788671043224e-07,5.37736609884287e-08,0,0,1.47580914093914e-07,0,0
DNAJA3,1.37661758913209e-10,2.4766886032223e-09,3.08588668776127e-10,1.99816943265712e-09,7.17875883354548e-10,0,8.84223188965284e-10,1.27655412735161e-09,1.75015006386721e-09,0,4.72101431979526e-09,4.43033494930252e-10,1.98459384449075e-09,2.72394534919058e-10
NMRAL1,6.84463979171642e-09,2.96466492808762e-08,1.1011384027382e-08,1.41217651420349e-08,0,2.83586389457012e-08,1.27076751306979e-08,1.46052689979868e-08,2.94874682753196e-08,0,1.23434273778063e-08,1.11963799091283e-07,4.64535089090678e-08,1.39568739648164e-08
HMOX2,2.02943281823012e-08,1.05117981467854e-07,6.46148851270147e-08,7.55473974616281e-08,1.33030551797682e-07,6.14914990445589e-08,4.93872002738652e-08,6.25813691474092e-08,1.5392908826576e-07,9.42021900538608e-08,9.77349530730902e-08,6.75144851759519e-08,1.95333741909424e-08,2.87878315411654e-08
CDIP1,1.16483851613917e-07,1.22069958130515e-07,3.00734522137391e-07,7.02609150970987e-08,2.01336949406926e-07,1.46077111466718e-07,6.93558864086846e-08,1.28904223532942e-07,1.60736581889125e-07,0,7.10581126100756e-07,7.07197481062144e-08,1.27620424517745e-07,4.11624058389271e-08
UBALD1,1.15011337394182e-09,2.1338243868166e-09,2.25341140240528e-09,2.55893210139324e-09,1.73845072357197e-09,2.80476823251013e-09,2.40453308439895e-09,4.20612534613988e-09,1.11158868579747e-09,1.67622816395602e-09,4.71865007912133e-09,8.96822223132198e-10,2.25562658103006e-09,1.01843414372777e-09
MGRN1,1.69333005898771e-09,2.47700721236768e-09,6.88014707915288e-09,3.04263518454057e-09,3.84451997242125e-09,1.81420268051069e-09,2.7800371430144e-09,0,0,0,9.41361451951267e-10,0,0,2.21890995856803e-09
NUDT16L1,1.92743770753536e-09,4.5659439125523e-09,3.64806589671618e-09,6.09538505868127e-09,4.92425058923556e-09,2.19609951561179e-09,3.44450726619553e-09,1.04056335276473e-08,5.15551855272687e-09,5.05384806240249e-09,2.32133766333708e-09,3.15479794913742e-09,5.65248226005225e-09,1.41132821005807e-09
ANKS3,8.65027104724698e-11,1.44087211421256e-09,2.04678164636245e-09,2.99559670754327e-09,2.81417439971548e-09,2.61551679881058e-09,1.99397690698006e-09,0,2.29823937493795e-09,0,9.86783148093179e-09,0,0,0
ZNF500,1.11646705340139e-11,2.02090301289761e-10,0,0,0,8.95581929487644e-11,3.21139812438796e-10,0,2.00377393223319e-10,1.21153787393535e-09,2.88624542595776e-10,1.74218738755254e-10,0,7.7037576848765e-11
ROGDI,2.6366328396451e-10,0,0,0,0,5.90372180576786e-10,0,0,8.56519211202433e-10,1.55525774887347e-09,0,7.25096168359712e-10,1.37064494612379e-09,5.7387215246438e-10
GLYR1,1.00767093002249e-08,1.51990343106661e-08,1.17532297344954e-08,5.41274979190665e-09,1.35162059925938e-08,3.89409643849337e-09,8.57224850126112e-09,8.30750667991187e-09,7.65368878659958e-09,1.33372226341441e-08,2.45573871464965e-08,2.34246624847719e-08,2.18531567995872e-08,1.34586027075408e-08
UBN1,1.39243611098273e-08,1.53946992670569e-08,1.46787237540284e-08,6.95406107986732e-09,2.43713734459331e-08,1.17066052006523e-08,1.03624302013191e-08,1.55483235902746e-08,1.95517403425532e-08,1.28372544617962e-08,1.93212911363629e-08,2.18871760992407e-08,7.77599689044867e-09,1.40000595621564e-08
PPL,7.7599633461919e-08,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGPA,2.8441306566586e-08,4.71427666756648e-08,2.7466532890698e-08,8.84936403406876e-08,0,5.3672968229493e-08,9.97399305606007e-08,0,2.76077597152401e-08,1.23025898651694e-07,4.59221921018016e-08,8.46974524315241e-08,5.50470666525289e-08,5.96506272249741e-08
ALG1,1.165462363913e-16,0,0,2.68486173701724e-15,0,0,2.08760430082396e-15,0,1.27029712356322e-15,0,6.88454337589142e-16,5.37900872099073e-16,1.15272415691391e-15,0
FAM86A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METTL22,8.92569516181332e-07,3.77505535807775e-07,6.4723581681347e-07,0,0,4.3091483476154e-07,0,1.17003285533775e-06,1.68801266953542e-06,0,7.11316273190099e-07,0,0,8.87743732823567e-07
ABAT,1.62697639219242e-07,3.78833371572472e-07,0,0,0,3.97413591516699e-07,0,5.41015176315484e-07,0,0,3.22671113205427e-07,0,0,2.55116391419822e-07
TMEM186,3.46009933989871e-10,1.21290562756228e-09,3.42316953720689e-10,4.6108725532471e-10,1.86577956598902e-09,1.45587032742671e-09,4.74295167628703e-10,0,1.05926363785562e-09,3.66127481712076e-09,1.14252161466618e-09,0,8.2180792492519e-10,0
PMM2,1.44481916196102e-10,2.26122591247003e-10,0,0,0,1.93492922927247e-10,0,0,0,0,2.5416528584012e-09,1.69584653495706e-09,0,2.34667275309881e-10
RP11-77H9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARHSP1,9.3512415510004e-08,1.96210867795876e-07,9.61499017311576e-08,2.43408086860554e-07,1.81393263995458e-07,1.09583234602112e-07,2.05687368550252e-07,2.52192196109995e-08,6.28157740952276e-08,0,4.10915551328496e-08,1.34135732756696e-07,4.52966042186869e-08,1.19701835200725e-07
USP7,2.58122495835234e-07,1.42032315213101e-07,1.42237571506951e-07,3.16306023733139e-07,2.25768097953706e-07,4.03721614911193e-07,0,1.97833243485364e-07,0,0,0,1.51467713819454e-07,0,0
C16orf72,2.71386308841562e-09,1.32721898238813e-09,2.21690979552446e-09,0,0,4.37368240786666e-09,0,4.04858079410948e-09,0,0,0,0,0,1.38586117082434e-09
RP11-473I1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATF7IP2,3.29162048289822e-08,0,0,0,1.9180674836178e-07,9.5015783658211e-08,2.37951000996294e-07,5.01129820557353e-08,6.83153731117651e-08,0,1.04185610198692e-07,1.41133737570186e-07,1.07081989874845e-07,5.63161894800736e-08
EMP2,3.68258085332163e-07,0,1.22283539568023e-06,0,0,0,0,0,0,0,0,0,0,1.42270877988927e-06
NUBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TVP23A,0,0,0,0,0,0,0,0,0,0,1.65555959586939e-05,1.13003322188679e-06,0,1.26144252034081e-05
CIITA,1.40678487321934e-05,0,8.06574526302112e-05,0,0,0,0,0,0,0,0.000161558304486581,0.000160742548222565,0,4.37135156152779e-05
DEXI,6.34939696804006e-10,2.97895295620126e-08,3.77911331197642e-09,2.46572101257692e-08,1.72350161643451e-08,2.92655921366459e-09,0,1.33136395282678e-08,1.97144487763359e-08,3.97693812821671e-08,1.12370483319589e-08,0,2.27102204420272e-08,0
CLEC16A,2.99625835433596e-09,6.52999969363843e-09,0,0,0,6.08717082963477e-09,0,0,0,0,1.10491339053016e-08,0,0,0
RMI2,6.18521921498802e-10,0,0,2.17095266637767e-09,1.12141730263401e-09,4.28980106135108e-09,2.07870060147382e-09,9.94214726084335e-10,0,0,0,8.25848242925168e-10,3.88385002708463e-09,0
SOCS1,2.73496757875825e-06,6.88216398521999e-06,2.26533509656049e-06,6.53177449097477e-06,3.98911964668094e-06,5.25379102483887e-06,9.96087295702399e-06,3.78703491039657e-06,5.46824000214871e-06,5.81950179243116e-06,4.37680106637022e-06,7.31027375152228e-06,6.95135961721686e-06,2.88486450589639e-06
LITAF,8.3915984362601e-06,5.36865616950345e-06,5.99994461407514e-06,6.61164625981685e-06,8.54830997235565e-06,3.67865115248938e-06,9.63243154724521e-06,1.55078781145341e-05,1.03288114587508e-05,9.5114324401464e-06,1.09157525219799e-05,9.39705576983064e-06,4.81852183026713e-06,1.51009459597761e-05
SNN,6.43409321552767e-07,0,1.81835692113268e-07,4.56015183289149e-08,4.15321118452675e-08,5.00133147393876e-07,2.66788105086774e-07,2.23018380310419e-07,4.98933430216195e-08,0,1.70172959681531e-07,1.21940898728718e-07,6.6849499512387e-08,9.66949342607272e-07
TXNDC11,2.61999484371817e-09,2.55489748801625e-09,2.89089270763078e-09,2.30858603288672e-09,5.95603397347343e-09,1.78003706654452e-09,1.65722258533845e-09,5.97382966153704e-09,3.72500388243556e-09,0,8.17512834876251e-10,2.0179239979632e-09,0,4.7860924410163e-09
RP11-490O6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZC3H7A,2.51262168037536e-09,1.88583676149722e-09,2.64479018222851e-09,2.95374027392547e-09,4.75400532345256e-09,3.40592865525413e-09,2.32087355278479e-09,7.75566314420041e-09,1.61813694618678e-09,0,2.93073368932399e-09,4.55864208731844e-09,0,7.7987766915032e-09
RSL1D1,7.24552206517179e-09,4.19763543319072e-08,1.88420031552076e-08,3.60683282061526e-08,2.00329332545309e-08,1.1488863770214e-08,3.5230234719584e-08,5.98824051628398e-08,4.16598399206749e-08,1.62536372554467e-08,7.67080946810891e-08,3.40219651321367e-08,3.95806060139338e-08,1.66226799191577e-08
GSPT1,2.40232596157197e-08,1.30011985970618e-07,1.0393694851568e-07,7.21888249948102e-08,9.42217808191238e-08,3.62425040753928e-08,5.00516075878919e-08,2.65924998933515e-07,7.68909802845283e-08,7.17353060650862e-08,2.88190377190311e-07,7.34972604184618e-08,0,5.22220944508892e-08
RP11-166B2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF17,0,0,0,0,0,0,4.85331707116972e-10,0,0,0,0,7.09337205150871e-10,0,0
SNX29,2.46533439869539e-07,0,1.5486691322527e-07,1.83939240557652e-07,0,2.64956112970742e-07,0,0,2.37401710515103e-07,0,0,1.76532970432402e-07,0,0
CPPED1,6.70102268541539e-09,0,1.06278259037052e-08,0,0,2.03840679778179e-09,1.67513278296905e-09,0,0,0,7.53744055443406e-10,1.70668438909103e-09,0,2.90866388501618e-09
ERCC4,2.75664226131911e-08,8.08952294542847e-08,6.85800628525557e-08,1.24392732984501e-07,1.32804430208595e-07,1.65373958816398e-08,9.10085070709319e-08,1.40222445396776e-07,1.00552928524075e-07,0,1.19711242815419e-07,1.13415879103776e-07,1.07925345195922e-07,1.3392688929161e-08
MKL2,1.48073975092109e-08,0,0,0,1.13643992001535e-07,8.64063808423107e-08,0,0,9.23056056503872e-08,0,0,7.88730943982388e-08,0,3.83192352197836e-08
PARN,1.87111029412954e-09,4.65358806596713e-09,0,1.84628519083095e-08,2.59120503128552e-08,0,3.07592012801974e-08,1.42351845201401e-08,1.19202537046665e-08,0,7.64004245675585e-09,3.43761808892574e-08,1.55090838868738e-08,0
BFAR,1.65180005198918e-09,2.28615399543009e-09,1.88777017262407e-09,1.10720961472722e-09,2.91420753170905e-09,2.32857620352794e-09,9.65249840868689e-10,3.79415920269472e-09,4.38784248451055e-09,2.13403649535221e-09,2.01540300799566e-09,1.41229725498219e-09,9.7917907709723e-10,1.7404143395442e-09
NOMO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPIPA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDXDC1,5.70528549859147e-09,8.82646405765976e-09,0,1.0742744795451e-08,6.32879071783551e-09,1.09542012827081e-08,1.45609919714894e-08,3.54401438520199e-08,7.55390966516481e-09,6.68349812308399e-08,4.69269849175737e-09,1.11085113934625e-08,1.04451897643454e-08,5.77669050123534e-09
RP11-680G24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTAN1,4.85155068821509e-08,3.00225813195079e-08,2.72788351274038e-08,2.12984524888894e-08,4.77413770016280e-09,4.03264273122808e-08,2.07655985298214e-08,0,7.55478030870194e-09,1.39886311490854e-08,7.93035473026673e-09,2.53755547146101e-08,1.20301035887895e-08,3.39177718646076e-08
RRN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16orf45,0,0,4.04982231568418e-07,0,7.81490308111566e-07,0,0,0,0,0,0,0,0,0
KIAA0430,4.07159143256039e-10,8.15083141909579e-10,2.01947660576717e-10,3.25560489672641e-10,7.51202488613382e-10,4.86567078972495e-10,2.96821063544491e-10,1.77767654694034e-09,6.44554305509938e-10,1.17069019491095e-09,0,2.90246593568057e-10,0,5.92090416648696e-10
NDE1,5.40726167832108e-10,1.81224928259182e-09,0,3.44745092708863e-09,0,1.03984183523106e-09,1.56658068288175e-09,3.25832950094589e-09,0,3.49674619061854e-09,0,7.31203844155051e-10,1.6476385093036e-09,1.88068016010916e-09
MYH11,0,8.05402960466622e-07,0,1.81154519590518e-06,0,8.87625376470401e-07,0,0,0,0,0,0,0,9.98818691437804e-07
AF001548.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOPNL,3.82643378193764e-10,3.6291069223679e-10,1.06992404034871e-09,8.56688637163382e-10,2.73075192578862e-10,2.63698348892156e-10,7.31716646603831e-10,5.80592664255803e-10,7.05033670068693e-10,7.54759766645244e-10,3.21413195037345e-10,1.46950701383906e-10,6.75619377155374e-10,6.61737463712898e-10
ABCC1,2.63387797741391e-08,2.83246177291278e-08,1.36162363979001e-08,2.32370616269845e-08,0,0,0,0,0,0,0,0,0,0
XYLT1,4.52141079349515e-07,2.02573942071049e-07,2.04231434858527e-06,0,1.19738707188683e-06,2.85385207417988e-07,5.39196759706699e-07,0,0,0,0,0,0,7.33598273128479e-07
CTD-2576D5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS15A,3.59478204124868e-08,7.90394627187728e-08,5.41327935455073e-08,7.0618264641324e-08,5.29005245735416e-08,4.97725554396767e-08,7.65994212210165e-08,5.68047644487661e-08,8.35430287936905e-08,7.01552763774318e-08,6.98564300915321e-08,5.16667378289019e-08,7.07477580270939e-08,4.44414577411572e-08
ARL6IP1,1.32665107589849e-08,1.37235182519771e-08,1.68412172591305e-08,1.52874992304987e-08,1.91401193292939e-08,1.01645994251856e-08,1.03704523359304e-08,2.44927367621712e-08,1.39039202720984e-08,1.10040136842446e-08,1.44512349035325e-08,2.03795015241443e-08,1.53438944531044e-08,1.73693796483494e-08
SMG1,4.97823838209833e-10,4.13502957949492e-10,1.13504347918324e-09,2.16607212062346e-10,5.93660691967902e-10,4.28704851261285e-10,6.15822452706607e-10,5.96315867522305e-10,4.79087937836374e-10,5.82356521032894e-10,2.06218190700036e-09,4.18326068761339e-10,0,1.64879454055088e-09
CTD-2288F12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-626G11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COQ7,2.62403263206505e-10,9.63484689012314e-11,1.50944496502207e-10,7.61208591888686e-10,4.8262258999569e-10,9.10049022382836e-11,5.09135699848034e-10,6.96120934812335e-10,9.3601501435512e-10,0,6.66413210119367e-10,0,0,1.96306954020841e-10
